Image,Coordinates
image_00033.png,"[(221, 718), (362, 700), (523, 696), (25, 688), (237, 688), (594, 664), (713, 661), (678, 654), (449, 642), (257, 638), (490, 625), (616, 610), (409, 606), (364, 606), (274, 591), (234, 587), (14, 577), (232, 547), (523, 536), (205, 537), (576, 534), (355, 527), (454, 521), (472, 491), (643, 475), (211, 457), (319, 437), (12, 424), (2, 405), (154, 378), (695, 366), (574, 359), (593, 359), (680, 340), (675, 337), (220, 316), (585, 288), (222, 283), (660, 283), (241, 265), (67, 261), (565, 239), (336, 191), (566, 169), (716, 158), (545, 158), (130, 141), (192, 127), (269, 113), (261, 90), (579, 74), (61, 41), (699, 35), (336, 33), (652, 26), (78, 22), (28, 19), (343, 12), (574, 9), (481, 6), (501, 4)]"
image_00034.png,"[(574, 688), (653, 677), (692, 675), (529, 639), (703, 613), (525, 602), (534, 596), (188, 589), (97, 586), (105, 577), (203, 576), (404, 573), (324, 568), (67, 554), (47, 548), (482, 543), (72, 542), (55, 538), (565, 537), (71, 529), (260, 528), (125, 519), (263, 506), (470, 503), (263, 501), (428, 496), (519, 488), (208, 487), (338, 434), (629, 421), (56, 408), (633, 405), (263, 405), (556, 400), (303, 384), (405, 378), (320, 379), (210, 374), (509, 362), (92, 359), (441, 331), (348, 328), (537, 324), (663, 300), (686, 296), (31, 294), (499, 290), (669, 289), (600, 288), (39, 287), (533, 280), (689, 278), (452, 269), (536, 260), (540, 256), (593, 254), (35, 246), (186, 245), (170, 238), (194, 205), (434, 201), (689, 196), (416, 196), (318, 193), (513, 192), (40, 192), (261, 191), (277, 191), (96, 186), (700, 179), (684, 176), (599, 176), (514, 173), (541, 170), (237, 169), (323, 167), (566, 157), (17, 157), (197, 133), (213, 127), (665, 124), (585, 121), (564, 119), (209, 117), (598, 108), (197, 106), (464, 98), (70, 92), (608, 83), (307, 82), (700, 74), (181, 67), (352, 60), (457, 39), (449, 23), (185, 18), (146, 16), (83, 5), (314, 1)]"
image_00035.png,"[(497, 673), (669, 672), (173, 627), (422, 622), (514, 610), (14, 605), (536, 573), (703, 513), (688, 475), (478, 472), (551, 449), (204, 384), (94, 372), (33, 349), (386, 339), (670, 323), (169, 321), (291, 312), (264, 289), (212, 253), (258, 226), (513, 210), (76, 205), (179, 196), (144, 189), (552, 185), (296, 184), (701, 182), (148, 174), (426, 168), (90, 157), (713, 150), (150, 142), (630, 140), (583, 130), (558, 122), (102, 118), (593, 110), (372, 68), (136, 55), (122, 42), (62, 41), (692, 18), (191, 8), (201, 3)]"
image_00036.png,"[(85, 718), (704, 671), (664, 665), (211, 657), (544, 648), (156, 642), (295, 636), (219, 603), (557, 602), (179, 588), (427, 586), (670, 539), (396, 537), (291, 530), (175, 512), (616, 500), (398, 486), (652, 458), (148, 457), (618, 450), (153, 427), (283, 395), (340, 380), (425, 353), (405, 350), (349, 343), (551, 334), (586, 330), (399, 307), (592, 300), (20, 299), (101, 296), (41, 278), (85, 272), (123, 270), (3, 266), (266, 245), (95, 239), (242, 238), (498, 234), (129, 228), (374, 222), (60, 204), (343, 192), (654, 169), (122, 163), (29, 157), (112, 153), (285, 119), (636, 115), (189, 101), (287, 77), (566, 18), (404, 19), (206, 12)]"
image_00037.png,"[(241, 646), (242, 638), (287, 627), (143, 591), (681, 568), (257, 545), (140, 542), (384, 513), (507, 483), (213, 475), (367, 467), (608, 464), (267, 454), (631, 444), (207, 438), (228, 436), (125, 408), (671, 383), (33, 363), (325, 362), (180, 348), (515, 340), (667, 337), (417, 320), (599, 276), (154, 273), (130, 233), (510, 231), (2, 223), (186, 213), (56, 207), (292, 202), (319, 186), (510, 184), (416, 180), (348, 181), (244, 164), (398, 152), (544, 141), (197, 126), (694, 112), (239, 94), (718, 92), (404, 85), (621, 74), (508, 62), (583, 61), (174, 31), (160, 26), (424, 18), (153, 12), (718, 11), (493, 1)]"
image_00038.png,"[(495, 706), (488, 706), (215, 689), (350, 688), (545, 667), (229, 649), (385, 646), (418, 639), (6, 625), (715, 622), (246, 593), (234, 588), (525, 582), (336, 582), (385, 577), (188, 546), (339, 538), (397, 537), (579, 528), (519, 522), (114, 522), (35, 517), (421, 515), (229, 505), (459, 489), (280, 484), (307, 484), (85, 466), (33, 465), (185, 455), (566, 424), (140, 401), (74, 401), (8, 396), (201, 380), (443, 371), (352, 369), (249, 366), (244, 320), (472, 301), (162, 258), (28, 246), (703, 237), (410, 199), (9, 199), (332, 189), (243, 179), (476, 177), (507, 176), (475, 173), (468, 169), (437, 162), (18, 157), (669, 147), (31, 136), (197, 114), (141, 108), (432, 106), (704, 104), (231, 86), (94, 52), (386, 52), (22, 38), (677, 36), (613, 23), (215, 8), (665, 3), (326, 1)]"
image_00039.png,"[(427, 718), (598, 710), (143, 693), (655, 684), (619, 673), (600, 670), (89, 661), (97, 653), (535, 647), (272, 624), (96, 609), (58, 603), (573, 593), (418, 574), (691, 571), (62, 566), (392, 546), (292, 547), (645, 542), (691, 533), (137, 512), (54, 485), (90, 479), (676, 471), (91, 467), (109, 464), (480, 455), (37, 437), (485, 414), (252, 402), (583, 392), (494, 391), (9, 388), (434, 382), (229, 351), (31, 345), (161, 343), (642, 326), (474, 326), (418, 320), (669, 318), (294, 315), (232, 315), (681, 294), (372, 289), (185, 282), (130, 273), (199, 271), (11, 270), (332, 257), (517, 255), (347, 248), (357, 241), (273, 229), (311, 223), (392, 206), (269, 201), (417, 176), (179, 174), (521, 172), (506, 161), (127, 161), (574, 150), (515, 150), (578, 148), (406, 143), (673, 141), (117, 141), (431, 139), (252, 139), (116, 126), (227, 117), (79, 110), (298, 110), (184, 109), (124, 108), (492, 104), (135, 102), (282, 100), (156, 98), (388, 97), (647, 80), (119, 74), (123, 59), (96, 48), (46, 44), (305, 26), (318, 25), (260, 25), (193, 24), (141, 22), (210, 15), (273, 7), (403, 2)]"
image_00040.png,"[(369, 703), (622, 697), (491, 696), (714, 693), (429, 665), (110, 615), (277, 613), (252, 605), (151, 575), (555, 567), (652, 531), (350, 528), (202, 528), (388, 518), (532, 513), (302, 508), (57, 480), (677, 474), (15, 465), (355, 445), (62, 433), (205, 430), (688, 414), (388, 391), (629, 386), (402, 373), (135, 368), (243, 352), (408, 350), (120, 342), (298, 340), (512, 329), (100, 320), (306, 305), (345, 294), (141, 287), (135, 285), (327, 274), (335, 266), (229, 257), (276, 237), (128, 237), (325, 222), (477, 221), (357, 181), (251, 172), (440, 167), (51, 151), (200, 147), (301, 142), (20, 127), (443, 127), (181, 127), (238, 120), (492, 103), (622, 101), (634, 97), (488, 93), (630, 91), (239, 82), (335, 79), (563, 76), (355, 76), (344, 38), (698, 7)]"
image_00041.png,"[(569, 715), (458, 698), (595, 693), (137, 681), (171, 676), (70, 677), (627, 659), (472, 651), (46, 644), (616, 641), (447, 636), (388, 614), (583, 608), (417, 604), (437, 557), (56, 554), (336, 500), (462, 496), (407, 489), (277, 482), (313, 436), (658, 425), (50, 424), (399, 384), (173, 375), (382, 366), (273, 366), (355, 302), (400, 292), (658, 287), (631, 254), (217, 248), (447, 246), (609, 239), (686, 208), (555, 202), (318, 187), (533, 166), (538, 144), (353, 141), (179, 136), (397, 121), (202, 93), (251, 88), (272, 79), (419, 74), (505, 71), (422, 69), (409, 66), (500, 59), (480, 51), (465, 43), (550, 41), (386, 38), (557, 38), (447, 22), (468, 20), (591, 18), (450, 13), (481, 8)]"
image_00042.png,"[(385, 691), (369, 658), (469, 654), (169, 653), (615, 634), (514, 595), (98, 591), (368, 586), (222, 585), (228, 580), (476, 562), (332, 544), (253, 491), (551, 487), (407, 480), (314, 452), (488, 440), (589, 423), (644, 420), (84, 414), (30, 411), (443, 386), (85, 371), (239, 371), (570, 366), (499, 331), (117, 322), (61, 315), (629, 294), (476, 284), (305, 283), (466, 274), (96, 248), (274, 235), (543, 230), (66, 226), (15, 212), (508, 197), (652, 168), (463, 165), (595, 136), (651, 135), (323, 134), (626, 132), (271, 130), (667, 130), (357, 126), (240, 115), (441, 109), (717, 87), (283, 70), (521, 66), (615, 57), (25, 58), (345, 51), (242, 12), (315, 3), (487, 2)]"
image_00043.png,"[(584, 718), (539, 684), (627, 661), (50, 658), (391, 632), (291, 564), (103, 560), (672, 536), (571, 530), (508, 530), (605, 524), (407, 512), (716, 499), (564, 471), (571, 468), (642, 465), (441, 464), (192, 457), (486, 447), (484, 389), (401, 369), (366, 313), (597, 308), (338, 302), (403, 279), (50, 265), (469, 260), (438, 261), (168, 255), (270, 244), (618, 238), (499, 235), (253, 232), (10, 226), (441, 190), (199, 162), (170, 154), (228, 127), (492, 99), (17, 89), (343, 75), (543, 61), (6, 60), (698, 55), (560, 56), (511, 45), (420, 40), (626, 35), (366, 21), (402, 4)]"
image_00044.png,"[(241, 708), (528, 703), (342, 692), (470, 689), (177, 682), (27, 682), (169, 681), (309, 679), (305, 673), (15, 667), (340, 664), (52, 664), (35, 660), (16, 655), (314, 654), (74, 649), (482, 647), (92, 640), (616, 634), (357, 626), (61, 623), (266, 622), (141, 610), (418, 606), (228, 602), (220, 601), (440, 595), (529, 591), (500, 586), (225, 585), (376, 584), (241, 584), (287, 579), (105, 577), (243, 575), (150, 562), (458, 555), (386, 553), (130, 549), (121, 539), (571, 538), (166, 526), (38, 525), (346, 519), (200, 506), (441, 504), (30, 494), (484, 492), (167, 493), (712, 484), (260, 470), (618, 469), (443, 462), (555, 447), (300, 429), (430, 402), (263, 393), (7, 350), (391, 344), (580, 335), (277, 332), (680, 323), (106, 321), (258, 316), (79, 317), (208, 313), (697, 310), (643, 310), (660, 306), (710, 301), (379, 280), (167, 279), (200, 273), (305, 265), (476, 257), (224, 254), (195, 216), (612, 198), (609, 156), (284, 132), (190, 128), (25, 127), (337, 103), (557, 98), (616, 96), (94, 84), (88, 82), (664, 65), (641, 47), (530, 32), (227, 14), (109, 0)]"
image_00045.png,"[(504, 718), (652, 708), (80, 678), (458, 677), (703, 650), (238, 631), (1, 607), (573, 588), (422, 571), (81, 527), (671, 511), (43, 497), (204, 479), (705, 420), (580, 415), (478, 386), (66, 368), (397, 357), (374, 350), (599, 324), (674, 306), (477, 302), (345, 276), (614, 268), (538, 263), (440, 257), (298, 231), (661, 230), (259, 193), (297, 189), (426, 185), (54, 184), (416, 170), (152, 139), (362, 137), (367, 129), (158, 88), (632, 86), (372, 73), (567, 63), (155, 50), (580, 41), (252, 27), (169, 9)]"
image_00046.png,"[(520, 676), (542, 658), (268, 641), (581, 637), (406, 620), (385, 613), (227, 596), (300, 594), (27, 593), (146, 583), (110, 578), (47, 539), (489, 528), (525, 520), (681, 498), (439, 495), (163, 478), (3, 465), (530, 462), (633, 439), (153, 438), (701, 433), (617, 423), (701, 420), (150, 418), (371, 415), (547, 413), (67, 402), (410, 399), (342, 374), (191, 365), (166, 311), (478, 299), (114, 291), (11, 289), (633, 286), (97, 266), (92, 263), (344, 250), (638, 238), (486, 228), (293, 228), (0, 218), (75, 209), (543, 204), (235, 195), (281, 180), (198, 134), (227, 114), (216, 97), (131, 86), (124, 82), (441, 23), (454, 23), (534, 0)]"
image_00047.png,"[(106, 687), (565, 682), (711, 674), (218, 667), (298, 652), (52, 652), (186, 639), (351, 633), (608, 627), (8, 618), (713, 605), (86, 602), (125, 598), (654, 590), (694, 588), (410, 586), (631, 572), (311, 569), (476, 563), (476, 546), (710, 543), (134, 536), (699, 534), (405, 500), (151, 495), (391, 490), (224, 481), (447, 466), (213, 466), (211, 454), (291, 446), (313, 433), (500, 415), (326, 385), (615, 378), (549, 377), (499, 364), (449, 360), (50, 349), (54, 333), (673, 287), (532, 287), (579, 286), (653, 249), (308, 248), (640, 237), (79, 227), (101, 222), (209, 220), (180, 221), (15, 216), (84, 215), (104, 204), (591, 194), (507, 190), (7, 183), (437, 182), (553, 174), (440, 173), (657, 171), (230, 171), (171, 163), (172, 150), (564, 144), (418, 139), (100, 122), (355, 118), (612, 112), (469, 110), (231, 109), (110, 104), (9, 104), (622, 104), (238, 102), (94, 101), (616, 100), (505, 99), (594, 95), (180, 94), (484, 92), (163, 89), (485, 88), (491, 86), (467, 82), (189, 76), (464, 76), (347, 76), (445, 74), (379, 74), (513, 71), (565, 57), (470, 54), (407, 53), (72, 50), (234, 49), (477, 41), (622, 38), (477, 35), (4, 35), (637, 34), (440, 31), (717, 28), (470, 27), (182, 14), (306, 12), (13, 10), (564, 8), (559, 0)]"
image_00048.png,"[(626, 676), (390, 650), (261, 643), (613, 604), (102, 596), (713, 594), (471, 570), (359, 560), (342, 558), (485, 554), (274, 534), (692, 506), (614, 441), (129, 437), (544, 401), (112, 400), (158, 352), (383, 344), (409, 339), (276, 303), (424, 265), (88, 249), (137, 220), (510, 215), (472, 206), (234, 187), (354, 172), (401, 135), (552, 107), (111, 107), (122, 75), (38, 67), (170, 43), (207, 38)]"
image_00049.png,"[(142, 713), (28, 700), (365, 698), (241, 687), (146, 676), (169, 670), (112, 662), (167, 654), (109, 648), (138, 593), (142, 589), (98, 590), (397, 568), (153, 565), (467, 562), (153, 551), (696, 547), (224, 536), (667, 528), (512, 512), (280, 504), (357, 465), (98, 464), (42, 428), (77, 385), (145, 382), (42, 379), (214, 335), (640, 330), (520, 317), (314, 302), (403, 302), (460, 289), (255, 260), (4, 260), (8, 229), (609, 229), (466, 222), (559, 218), (567, 214), (151, 189), (306, 110), (394, 109), (64, 96), (348, 74), (44, 42), (174, 17)]"
image_00050.png,"[(432, 718), (371, 715), (657, 686), (420, 680), (47, 664), (459, 658), (127, 652), (399, 593), (376, 556), (173, 555), (711, 511), (633, 492), (110, 493), (398, 471), (235, 467), (649, 459), (687, 450), (505, 446), (229, 444), (347, 442), (299, 413), (454, 409), (363, 393), (32, 393), (184, 379), (55, 371), (692, 367), (422, 323), (694, 311), (92, 309), (327, 307), (600, 298), (160, 292), (459, 279), (451, 271), (86, 263), (14, 205), (633, 187), (691, 175), (450, 148), (636, 145), (547, 144), (463, 141), (573, 134), (525, 113), (522, 110), (252, 102), (376, 94), (431, 77), (378, 77), (242, 75), (315, 38), (484, 38), (101, 37), (412, 31), (468, 27), (159, 27), (124, 16), (609, 11), (26, 1)]"
image_00051.png,"[(374, 710), (636, 702), (648, 687), (283, 685), (700, 649), (484, 627), (217, 575), (551, 571), (461, 559), (261, 554), (147, 543), (638, 527), (291, 526), (717, 492), (570, 469), (7, 459), (30, 442), (662, 362), (558, 336), (312, 328), (272, 318), (350, 316), (603, 277), (593, 275), (204, 246), (157, 229), (251, 227), (540, 173), (426, 168), (400, 163), (302, 163), (117, 162), (416, 131), (417, 127), (182, 126), (160, 123), (168, 121), (226, 111), (510, 84), (379, 81), (538, 78), (416, 71), (78, 72), (111, 29), (613, 16), (332, 11)]"
image_00052.png,"[(427, 709), (246, 701), (490, 684), (715, 669), (493, 649), (35, 639), (91, 609), (55, 600), (35, 599), (679, 598), (475, 570), (204, 549), (588, 542), (334, 524), (5, 524), (432, 511), (242, 511), (512, 504), (121, 494), (396, 482), (242, 469), (74, 468), (199, 457), (120, 456), (665, 452), (673, 450), (606, 443), (395, 439), (275, 411), (557, 400), (259, 398), (605, 397), (101, 396), (403, 356), (332, 351), (4, 322), (305, 300), (178, 299), (524, 277), (608, 266), (459, 257), (393, 250), (87, 244), (576, 236), (456, 223), (98, 220), (610, 217), (640, 195), (531, 195), (354, 189), (153, 184), (383, 165), (605, 129), (489, 129), (315, 127), (428, 124), (267, 118), (618, 113), (325, 111), (629, 80), (564, 71), (82, 67), (204, 62), (216, 45), (173, 39), (661, 17), (53, 6)]"
image_00053.png,"[(551, 687), (201, 682), (227, 672), (493, 650), (458, 650), (417, 649), (435, 646), (349, 637), (581, 632), (60, 625), (576, 621), (372, 617), (150, 613), (376, 593), (293, 590), (631, 586), (344, 576), (408, 569), (479, 555), (497, 546), (685, 545), (699, 544), (362, 528), (372, 508), (390, 494), (557, 473), (709, 460), (81, 457), (535, 436), (480, 400), (103, 399), (693, 393), (302, 382), (408, 372), (685, 366), (360, 354), (589, 340), (111, 339), (584, 331), (537, 319), (51, 314), (559, 287), (569, 283), (580, 225), (288, 209), (453, 194), (536, 188), (493, 187), (471, 183), (299, 182), (135, 161), (363, 156), (175, 86), (406, 85), (229, 80), (553, 71), (711, 35), (540, 30), (29, 28), (41, 24), (425, 19), (37, 17), (543, 15), (577, 0), (142, 1)]"
image_00054.png,"[(680, 699), (557, 699), (267, 694), (17, 692), (604, 685), (599, 667), (446, 663), (2, 663), (432, 660), (7, 646), (203, 631), (33, 622), (418, 606), (569, 600), (711, 589), (63, 586), (585, 570), (51, 569), (376, 562), (202, 550), (16, 538), (608, 522), (716, 495), (625, 476), (585, 470), (368, 452), (327, 451), (293, 435), (585, 430), (559, 420), (710, 415), (82, 351), (567, 339), (315, 333), (676, 323), (370, 301), (329, 292), (317, 291), (361, 282), (512, 260), (353, 221), (75, 213), (580, 199), (46, 182), (168, 181), (23, 167), (583, 166), (361, 163), (334, 160), (603, 148), (330, 145), (429, 140), (178, 135), (99, 133), (319, 125), (701, 75), (495, 21), (557, 8), (132, 4)]"
image_00055.png,"[(611, 717), (397, 711), (597, 707), (43, 679), (708, 669), (308, 647), (208, 603), (193, 583), (50, 562), (300, 487), (281, 478), (539, 470), (449, 464), (555, 458), (458, 456), (676, 454), (150, 447), (251, 446), (301, 441), (421, 431), (401, 424), (426, 420), (409, 415), (614, 412), (425, 407), (478, 398), (204, 397), (269, 393), (617, 391), (171, 388), (617, 385), (353, 384), (562, 370), (13, 353), (68, 347), (696, 321), (205, 291), (621, 290), (414, 287), (661, 269), (679, 265), (568, 257), (451, 239), (46, 222), (709, 214), (296, 211), (313, 188), (392, 172), (400, 165), (242, 144), (336, 136), (193, 131), (104, 130), (548, 127), (398, 124), (533, 119), (271, 94), (63, 94), (557, 87), (266, 78), (683, 77), (641, 74), (625, 74), (316, 73), (351, 71), (404, 71), (459, 65), (4, 64), (60, 61), (35, 59), (76, 56), (689, 50), (602, 51), (382, 34), (199, 27), (562, 14), (289, 13), (124, 11), (579, 8), (575, 0)]"
image_00056.png,"[(252, 712), (23, 648), (690, 632), (590, 621), (63, 588), (230, 547), (179, 525), (523, 508), (186, 502), (265, 496), (366, 479), (0, 461), (102, 461), (35, 453), (253, 439), (233, 439), (144, 421), (315, 414), (69, 392), (225, 273), (150, 273), (209, 270), (562, 266), (452, 251), (165, 248), (16, 238), (393, 227), (528, 202), (625, 172), (176, 172), (33, 166), (574, 136), (621, 109), (439, 84), (543, 77), (216, 76), (152, 74), (507, 69), (661, 68), (512, 55), (205, 45), (455, 37), (158, 24), (515, 22)]"
image_00057.png,"[(562, 717), (710, 704), (491, 703), (361, 703), (288, 691), (503, 672), (396, 663), (382, 626), (711, 626), (715, 621), (433, 593), (51, 562), (231, 542), (560, 539), (645, 522), (272, 519), (275, 493), (570, 486), (530, 469), (1, 469), (644, 415), (140, 406), (44, 397), (528, 393), (293, 387), (503, 338), (509, 308), (640, 280), (699, 267), (0, 265), (99, 248), (61, 236), (116, 234), (78, 232), (710, 229), (128, 225), (309, 204), (149, 186), (381, 177), (461, 175), (403, 156), (446, 151), (484, 150), (365, 143), (301, 136), (628, 128), (25, 125), (604, 121), (457, 119), (491, 108), (20, 84), (423, 82), (708, 76), (486, 43), (394, 35), (477, 32), (23, 23), (138, 20), (201, 7), (348, 6), (652, 1)]"
